cpm_id	Source	Target	attn_layer_1_avg	attn_layer_2_avg	attn_layer_3_avg
COVID00006	CHP01717	CHP01717	0.4252	0.2399	0.5125
COVID00006	CHP01958	CHP01958	0.3974	0.0932	0.4101
COVID00006	CHP02546	CHP02546	0.1139	0.0578	0.3947
COVID00006	CHP02842	CHP02842	0.2428	0.0726	0.3677
COVID00006	CHP03635	CHP03635	0.2668	0.0821	0.3939
COVID00006	CHP04173	CHP04173	0.2889	0.0672	0.398
COVID00006	CHP04795	CHP04795	0.1319	0.0733	0.4505
COVID00006	CHP05456	CHP05456	0.2592	0.0829	0.454
COVID00006	CHP05477	CHP05477	0.2442	0.0751	0.3706
COVID00006	CHP05795	CHP05795	0.1218	0.0578	0.4149
COVID00006	CHP06013	CHP06013	0.2931	0.0756	0.4475
COVID00006	CHP06191	CHP06191	0.1824	0.0642	0.3937
COVID00006	Medicinal flavor	Medicinal flavor	0.0237	0.0763	0.0127
COVID00006	Meridian tropism	Meridian tropism	0.0162	0.0632	0.0085
COVID00006	Therapeutic nature	Therapeutic nature	0.0336	0.1082	0.0236
COVID00026	CHP00142	Medicinal flavor	0.0559	0.0401	0.0494
COVID00026	CHP00142	Meridian tropism	0.0389	0.0276	0.0314
COVID00026	CHP00142	Therapeutic nature	0.0814	0.0511	0.0711
COVID00026	CHP00341	Medicinal flavor	0.0568	0.0368	0.0526
COVID00026	CHP00341	Meridian tropism	0.0425	0.0254	0.0334
COVID00026	CHP00341	Therapeutic nature	0.0875	0.0468	0.0756
COVID00026	CHP00361	Medicinal flavor	0.0206	0.0313	0.0507
COVID00026	CHP00361	Meridian tropism	0.0143	0.0214	0.0322
COVID00026	CHP00361	Therapeutic nature	0.0293	0.0399	0.0729
COVID00026	CHP00617	Medicinal flavor	0.0474	0.0388	0.0583
COVID00026	CHP00617	Meridian tropism	0.0288	0.0266	0.037
COVID00026	CHP00617	Therapeutic nature	0.0594	0.0496	0.0838
COVID00026	CHP00638	Medicinal flavor	0.0378	0.0338	0.0554
COVID00026	CHP00638	Meridian tropism	0.0286	0.0233	0.0352
COVID00026	CHP00638	Therapeutic nature	0.0584	0.043	0.0797
COVID00026	CHP00641	Medicinal flavor	0.0635	0.0471	0.0517
COVID00026	CHP00641	Meridian tropism	0.0431	0.0323	0.0328
COVID00026	CHP00641	Therapeutic nature	0.0901	0.06	0.0743
COVID00026	CHP01118	Medicinal flavor	0.0246	0.0328	0.0583
COVID00026	CHP01118	Meridian tropism	0.0173	0.0225	0.037
COVID00026	CHP01118	Therapeutic nature	0.0353	0.0418	0.0839
COVID00026	CHP01717	Medicinal flavor	0.1268	0.0575	0.0556
COVID00026	CHP01717	Meridian tropism	0.0726	0.0394	0.0353
COVID00026	CHP01717	Therapeutic nature	0.1504	0.073	0.08
COVID00026	CHP02017	Medicinal flavor	0.0756	0.0406	0.045
COVID00026	CHP02017	Meridian tropism	0.0568	0.0278	0.0286
COVID00026	CHP02017	Therapeutic nature	0.1143	0.0517	0.0647
COVID00026	CHP02612	Medicinal flavor	0.0692	0.0743	0.0569
COVID00026	CHP02612	Meridian tropism	0.0481	0.0511	0.0361
COVID00026	CHP02612	Therapeutic nature	0.0992	0.0945	0.0818
COVID00026	CHP03635	Medicinal flavor	0.0317	0.0313	0.0511
COVID00026	CHP03635	Meridian tropism	0.021	0.0215	0.0324
COVID00026	CHP03635	Therapeutic nature	0.044	0.0399	0.0734
COVID00026	CHP05294	Medicinal flavor	0.0301	0.0322	0.0526
COVID00026	CHP05294	Meridian tropism	0.0192	0.0221	0.0334
COVID00026	CHP05294	Therapeutic nature	0.0396	0.041	0.0756
COVID00026	Medicinal flavor	CHP00142	0.1459	0.167	0.1262
COVID00026	Medicinal flavor	CHP00341	0.1435	0.1684	0.1235
COVID00026	Medicinal flavor	CHP00361	0.1751	0.1698	0.125
COVID00026	Medicinal flavor	CHP00617	0.1615	0.1617	0.1191
COVID00026	Medicinal flavor	CHP00638	0.1371	0.1404	0.1082
COVID00026	Medicinal flavor	CHP00641	0.1627	0.1975	0.1418
COVID00026	Medicinal flavor	CHP01118	0.1418	0.1366	0.1066
COVID00026	Medicinal flavor	CHP01717	0.161	0.193	0.1376
COVID00026	Medicinal flavor	CHP02017	0.1702	0.2093	0.1493
COVID00026	Medicinal flavor	CHP02612	0.138	0.152	0.1201
COVID00026	Medicinal flavor	CHP03635	0.1621	0.17	0.1247
COVID00026	Medicinal flavor	CHP05294	0.2016	0.2043	0.1408
COVID00026	Medicinal flavor	Meridian tropism	0.018	0.0606	0.0115
COVID00026	Medicinal flavor	Therapeutic nature	0.0372	0.1116	0.0259
COVID00026	Meridian tropism	CHP00142	0.1466	0.2028	0.1239
COVID00026	Meridian tropism	CHP00341	0.1453	0.2044	0.1213
COVID00026	Meridian tropism	CHP00361	0.1737	0.2062	0.1228
COVID00026	Meridian tropism	CHP00617	0.1579	0.196	0.1169
COVID00026	Meridian tropism	CHP00638	0.1375	0.1704	0.1063
COVID00026	Meridian tropism	CHP00641	0.1629	0.2396	0.1393
COVID00026	Meridian tropism	CHP01118	0.1403	0.1656	0.1047
COVID00026	Meridian tropism	CHP01717	0.1533	0.2343	0.1351
COVID00026	Meridian tropism	CHP02017	0.171	0.2542	0.1466
COVID00026	Meridian tropism	CHP02612	0.1364	0.1842	0.118
COVID00026	Meridian tropism	CHP03635	0.1606	0.2063	0.1225
COVID00026	Meridian tropism	CHP05294	0.1989	0.2479	0.1383
COVID00026	Meridian tropism	Medicinal flavor	0.0274	0.1066	0.0177
COVID00026	Meridian tropism	Therapeutic nature	0.037	0.1353	0.0255
COVID00026	Therapeutic nature	CHP00142	0.1486	0.1817	0.1542
COVID00026	Therapeutic nature	CHP00341	0.1465	0.1833	0.1509
COVID00026	Therapeutic nature	CHP00361	0.1746	0.1848	0.1528
COVID00026	Therapeutic nature	CHP00617	0.16	0.1759	0.1455
COVID00026	Therapeutic nature	CHP00638	0.1375	0.1528	0.1323
COVID00026	Therapeutic nature	CHP00641	0.1656	0.2146	0.1733
COVID00026	Therapeutic nature	CHP01118	0.1426	0.1485	0.1303
COVID00026	Therapeutic nature	CHP01717	0.1603	0.2098	0.1681
COVID00026	Therapeutic nature	CHP02017	0.1711	0.2278	0.1825
COVID00026	Therapeutic nature	CHP02612	0.1382	0.1652	0.1469
COVID00026	Therapeutic nature	CHP03635	0.1635	0.185	0.1525
COVID00026	Therapeutic nature	CHP05294	0.2006	0.2221	0.1722
COVID00026	Therapeutic nature	Medicinal flavor	0.0272	0.0953	0.0221
COVID00026	Therapeutic nature	Meridian tropism	0.018	0.0657	0.014
COVID00026	CHP00142	CHP00142	0.2665	0.0787	0.3456
COVID00026	CHP00341	CHP00341	0.2757	0.071	0.3596
COVID00026	CHP00361	CHP00361	0.1278	0.0629	0.3514
COVID00026	CHP00617	CHP00617	0.2049	0.0743	0.3846
COVID00026	CHP00638	CHP00638	0.176	0.0554	0.3324
COVID00026	CHP00641	CHP00641	0.3458	0.1087	0.4062
COVID00026	CHP01118	CHP01118	0.1544	0.0526	0.3445
COVID00026	CHP01717	CHP01717	0.3719	0.1286	0.4241
COVID00026	CHP02017	CHP02017	0.3175	0.0994	0.3724
COVID00026	CHP02612	CHP02612	0.3146	0.1301	0.379
COVID00026	CHP03635	CHP03635	0.191	0.0624	0.353
COVID00026	CHP05294	CHP05294	0.2	0.0779	0.4103
COVID00026	Medicinal flavor	Medicinal flavor	0.0271	0.0878	0.018
COVID00026	Meridian tropism	Meridian tropism	0.018	0.0734	0.0113
COVID00026	Therapeutic nature	Therapeutic nature	0.0371	0.121	0.0317
COVID00037	CHP01723	Medicinal flavor	0.1209	0.1925	0.1876
COVID00037	CHP01723	Meridian tropism	0.0526	0.0808	0.0802
COVID00037	CHP01723	Therapeutic nature	0.1209	0.1925	0.1876
COVID00037	CHP01958	Medicinal flavor	0.2738	0.2097	0.2005
COVID00037	CHP01958	Meridian tropism	0.1328	0.0881	0.0857
COVID00037	CHP01958	Therapeutic nature	0.2738	0.2097	0.2005
COVID00037	Medicinal flavor	CHP01723	0.129	0.1154	0.1137
COVID00037	Medicinal flavor	CHP01958	0.1695	0.1695	0.1689
COVID00037	Medicinal flavor	Meridian tropism	0.1011	0.085	0.0878
COVID00037	Medicinal flavor	Therapeutic nature	0.213	0.2024	0.2053
COVID00037	Meridian tropism	CHP01723	0.1131	0.1099	0.1115
COVID00037	Meridian tropism	CHP01958	0.1508	0.1617	0.1657
COVID00037	Meridian tropism	Medicinal flavor	0.1884	0.1931	0.2013
COVID00037	Meridian tropism	Therapeutic nature	0.1884	0.1931	0.2013
COVID00037	Therapeutic nature	CHP01723	0.123	0.1154	0.1137
COVID00037	Therapeutic nature	CHP01958	0.1625	0.1695	0.1689
COVID00037	Therapeutic nature	Medicinal flavor	0.2038	0.2024	0.2053
COVID00037	Therapeutic nature	Meridian tropism	0.0963	0.085	0.0878
COVID00037	CHP01723	CHP01723	0.0694	0.1096	0.1039
COVID00037	CHP01958	CHP01958	0.2158	0.1757	0.165
COVID00037	Medicinal flavor	Medicinal flavor	0.213	0.2024	0.2053
COVID00037	Meridian tropism	Meridian tropism	0.0883	0.081	0.0861
COVID00037	Therapeutic nature	Therapeutic nature	0.2038	0.2024	0.2053
COVID00043	CHP00216	Medicinal flavor	0.0251	0.0399	0.0449
COVID00043	CHP00216	Meridian tropism	0.0134	0.0228	0.0245
COVID00043	CHP00216	Therapeutic nature	0.0331	0.0524	0.0594
COVID00043	CHP00274	Medicinal flavor	0.0409	0.0486	0.0503
COVID00043	CHP00274	Meridian tropism	0.0249	0.0277	0.0274
COVID00043	CHP00274	Therapeutic nature	0.0585	0.0641	0.0666
COVID00043	CHP00316	Medicinal flavor	0.0296	0.0445	0.0492
COVID00043	CHP00316	Meridian tropism	0.0178	0.0254	0.0268
COVID00043	CHP00316	Therapeutic nature	0.042	0.059	0.0652
COVID00043	CHP01508	Medicinal flavor	0.0237	0.0433	0.0486
COVID00043	CHP01508	Meridian tropism	0.0142	0.0247	0.0265
COVID00043	CHP01508	Therapeutic nature	0.0334	0.0571	0.0644
COVID00043	CHP01723	Medicinal flavor	0.0294	0.0392	0.0491
COVID00043	CHP01723	Meridian tropism	0.0164	0.0224	0.0268
COVID00043	CHP01723	Therapeutic nature	0.0394	0.0516	0.065
COVID00043	CHP01958	Medicinal flavor	0.1038	0.0468	0.0493
COVID00043	CHP01958	Meridian tropism	0.0586	0.0269	0.0269
COVID00043	CHP01958	Therapeutic nature	0.1391	0.0609	0.0653
COVID00043	CHP01983	Medicinal flavor	0.0206	0.0358	0.0451
COVID00043	CHP01983	Meridian tropism	0.0114	0.0204	0.0246
COVID00043	CHP01983	Therapeutic nature	0.0274	0.047	0.0597
COVID00043	CHP02017	Medicinal flavor	0.043	0.0424	0.0478
COVID00043	CHP02017	Meridian tropism	0.0259	0.0242	0.0261
COVID00043	CHP02017	Therapeutic nature	0.0597	0.0558	0.0633
COVID00043	CHP02298	Medicinal flavor	0.0646	0.0564	0.0517
COVID00043	CHP02298	Meridian tropism	0.035	0.0323	0.0282
COVID00043	CHP02298	Therapeutic nature	0.0861	0.0736	0.0685
COVID00043	CHP02441	Medicinal flavor	0.0417	0.0395	0.047
COVID00043	CHP02441	Meridian tropism	0.0234	0.0226	0.0256
COVID00043	CHP02441	Therapeutic nature	0.0558	0.0521	0.0622
COVID00043	CHP02985	Medicinal flavor	0.0896	0.0556	0.046
COVID00043	CHP02985	Meridian tropism	0.0503	0.032	0.0251
COVID00043	CHP02985	Therapeutic nature	0.1202	0.0726	0.0609
COVID00043	CHP05162	Medicinal flavor	0.0528	0.047	0.0493
COVID00043	CHP05162	Meridian tropism	0.0293	0.0268	0.0269
COVID00043	CHP05162	Therapeutic nature	0.07	0.062	0.0653
COVID00043	CHP05477	Medicinal flavor	0.062	0.0485	0.0518
COVID00043	CHP05477	Meridian tropism	0.0342	0.0277	0.0283
COVID00043	CHP05477	Therapeutic nature	0.0818	0.0642	0.0686
COVID00043	Medicinal flavor	CHP00216	0.2095	0.2268	0.1965
COVID00043	Medicinal flavor	CHP00274	0.1706	0.1792	0.1608
COVID00043	Medicinal flavor	CHP00316	0.2116	0.2211	0.1925
COVID00043	Medicinal flavor	CHP01508	0.13	0.1366	0.1224
COVID00043	Medicinal flavor	CHP01723	0.1133	0.1245	0.1091
COVID00043	Medicinal flavor	CHP01958	0.1294	0.1869	0.1616
COVID00043	Medicinal flavor	CHP01983	0.2164	0.2309	0.1963
COVID00043	Medicinal flavor	CHP02017	0.1922	0.2196	0.1936
COVID00043	Medicinal flavor	CHP02298	0.15	0.1812	0.16
COVID00043	Medicinal flavor	CHP02441	0.193	0.2262	0.1945
COVID00043	Medicinal flavor	CHP02985	0.1362	0.1782	0.1635
COVID00043	Medicinal flavor	CHP05162	0.1678	0.1827	0.1615
COVID00043	Medicinal flavor	CHP05477	0.1384	0.1536	0.1379
COVID00043	Medicinal flavor	Meridian tropism	0.0219	0.0354	0.0226
COVID00043	Medicinal flavor	Therapeutic nature	0.0521	0.0806	0.055
COVID00043	Meridian tropism	CHP00216	0.2066	0.2064	0.1954
COVID00043	Meridian tropism	CHP00274	0.1713	0.1637	0.1598
COVID00043	Meridian tropism	CHP00316	0.2122	0.2022	0.1914
COVID00043	Meridian tropism	CHP01508	0.13	0.1244	0.1217
COVID00043	Meridian tropism	CHP01723	0.1125	0.113	0.1084
COVID00043	Meridian tropism	CHP01958	0.1282	0.1693	0.1606
COVID00043	Meridian tropism	CHP01983	0.2148	0.21	0.1952
COVID00043	Meridian tropism	CHP02017	0.1932	0.201	0.1924
COVID00043	Meridian tropism	CHP02298	0.1473	0.1642	0.1591
COVID00043	Meridian tropism	CHP02441	0.1917	0.2064	0.1934
COVID00043	Meridian tropism	CHP02985	0.135	0.162	0.1625
COVID00043	Meridian tropism	CHP05162	0.1673	0.1666	0.1606
COVID00043	Meridian tropism	CHP05477	0.138	0.1402	0.1371
COVID00043	Meridian tropism	Medicinal flavor	0.0387	0.057	0.0413
COVID00043	Meridian tropism	Therapeutic nature	0.0519	0.0744	0.0546
COVID00043	Therapeutic nature	CHP00216	0.2001	0.2035	0.2005
COVID00043	Therapeutic nature	CHP00274	0.1653	0.1611	0.164
COVID00043	Therapeutic nature	CHP00316	0.2048	0.1988	0.1964
COVID00043	Therapeutic nature	CHP01508	0.1257	0.1227	0.1249
COVID00043	Therapeutic nature	CHP01723	0.1091	0.1116	0.1113
COVID00043	Therapeutic nature	CHP01958	0.1235	0.1675	0.1648
COVID00043	Therapeutic nature	CHP01983	0.208	0.2072	0.2003
COVID00043	Therapeutic nature	CHP02017	0.1855	0.1976	0.1975
COVID00043	Therapeutic nature	CHP02298	0.1426	0.1624	0.1633
COVID00043	Therapeutic nature	CHP02441	0.1856	0.2032	0.1984
COVID00043	Therapeutic nature	CHP02985	0.1297	0.16	0.1668
COVID00043	Therapeutic nature	CHP05162	0.1625	0.164	0.1648
COVID00043	Therapeutic nature	CHP05477	0.134	0.138	0.1407
COVID00043	Therapeutic nature	Medicinal flavor	0.0368	0.0556	0.0424
COVID00043	Therapeutic nature	Meridian tropism	0.0208	0.0319	0.0231
COVID00043	CHP00216	CHP00216	0.1772	0.1568	0.2123
COVID00043	CHP00274	CHP00274	0.151	0.1531	0.1947
COVID00043	CHP00316	CHP00316	0.1594	0.1756	0.2283
COVID00043	CHP01508	CHP01508	0.0942	0.1063	0.1434
COVID00043	CHP01723	CHP01723	0.1024	0.086	0.129
COVID00043	CHP01958	CHP01958	0.3624	0.1377	0.1918
COVID00043	CHP01983	CHP01983	0.1459	0.1417	0.2131
COVID00043	CHP02017	CHP02017	0.2369	0.1621	0.2229
COVID00043	CHP02298	CHP02298	0.2654	0.1639	0.1994
COVID00043	CHP02441	CHP02441	0.238	0.1577	0.2203
COVID00043	CHP02985	CHP02985	0.3278	0.1596	0.1812
COVID00043	CHP05162	CHP05162	0.1678	0.1534	0.1919
COVID00043	CHP05477	CHP05477	0.1752	0.1344	0.1722
COVID00043	Medicinal flavor	Medicinal flavor	0.0387	0.0616	0.0415
COVID00043	Meridian tropism	Meridian tropism	0.0218	0.0328	0.0225
COVID00043	Therapeutic nature	Therapeutic nature	0.0495	0.0726	0.0561
COVID00017	CHP00216	Medicinal flavor	0.0278	0.0503	0.0643
COVID00017	CHP00216	Meridian tropism	0.0157	0.0306	0.0359
COVID00017	CHP00216	Therapeutic nature	0.0353	0.0613	0.0804
COVID00017	CHP00630	Medicinal flavor	0.0658	0.0554	0.0673
COVID00017	CHP00630	Meridian tropism	0.0369	0.0338	0.0376
COVID00017	CHP00630	Therapeutic nature	0.0829	0.0675	0.0841
COVID00017	CHP00635	Medicinal flavor	0.0836	0.0559	0.072
COVID00017	CHP00635	Meridian tropism	0.0477	0.0341	0.0403
COVID00017	CHP00635	Therapeutic nature	0.1054	0.0681	0.09
COVID00017	CHP01118	Medicinal flavor	0.0516	0.0534	0.0722
COVID00017	CHP01118	Meridian tropism	0.0283	0.0325	0.0404
COVID00017	CHP01118	Therapeutic nature	0.0658	0.0651	0.0902
COVID00017	CHP01958	Medicinal flavor	0.1124	0.0648	0.075
COVID00017	CHP01958	Meridian tropism	0.0664	0.0398	0.0419
COVID00017	CHP01958	Therapeutic nature	0.1446	0.0788	0.0938
COVID00017	CHP01983	Medicinal flavor	0.0255	0.0494	0.0641
COVID00017	CHP01983	Meridian tropism	0.0146	0.0301	0.0359
COVID00017	CHP01983	Therapeutic nature	0.0324	0.0601	0.0802
COVID00017	CHP02017	Medicinal flavor	0.0587	0.0548	0.0635
COVID00017	CHP02017	Meridian tropism	0.0345	0.0335	0.0355
COVID00017	CHP02017	Therapeutic nature	0.0759	0.0668	0.0794
COVID00017	CHP02298	Medicinal flavor	0.0769	0.0681	0.0738
COVID00017	CHP02298	Meridian tropism	0.0428	0.0415	0.0413
COVID00017	CHP02298	Therapeutic nature	0.0983	0.0827	0.0923
COVID00017	CHP02985	Medicinal flavor	0.0932	0.0679	0.0694
COVID00017	CHP02985	Meridian tropism	0.0548	0.0418	0.0388
COVID00017	CHP02985	Therapeutic nature	0.1206	0.0826	0.0868
COVID00017	CHP05913	Medicinal flavor	0.0494	0.0523	0.0651
COVID00017	CHP05913	Meridian tropism	0.0289	0.0317	0.0364
COVID00017	CHP05913	Therapeutic nature	0.0631	0.0638	0.0813
COVID00017	Medicinal flavor	CHP00216	0.2246	0.2137	0.1789
COVID00017	Medicinal flavor	CHP00630	0.163	0.174	0.1499
COVID00017	Medicinal flavor	CHP00635	0.1562	0.1727	0.1487
COVID00017	Medicinal flavor	CHP01118	0.1473	0.147	0.1305
COVID00017	Medicinal flavor	CHP01958	0.1392	0.1702	0.147
COVID00017	Medicinal flavor	CHP01983	0.2264	0.2143	0.179
COVID00017	Medicinal flavor	CHP02017	0.2007	0.2131	0.1774
COVID00017	Medicinal flavor	CHP02298	0.158	0.169	0.1477
COVID00017	Medicinal flavor	CHP02985	0.1475	0.1703	0.1487
COVID00017	Medicinal flavor	CHP05913	0.2044	0.2124	0.1782
COVID00017	Medicinal flavor	Meridian tropism	0.0274	0.0519	0.0213
COVID00017	Medicinal flavor	Therapeutic nature	0.0604	0.1018	0.0476
COVID00017	Meridian tropism	CHP00216	0.2173	0.222	0.1667
COVID00017	Meridian tropism	CHP00630	0.157	0.181	0.1397
COVID00017	Meridian tropism	CHP00635	0.1507	0.1794	0.1386
COVID00017	Meridian tropism	CHP01118	0.1422	0.1527	0.1216
COVID00017	Meridian tropism	CHP01958	0.1359	0.1769	0.137
COVID00017	Meridian tropism	CHP01983	0.219	0.2227	0.1668
COVID00017	Meridian tropism	CHP02017	0.196	0.2216	0.1653
COVID00017	Meridian tropism	CHP02298	0.1523	0.1754	0.1376
COVID00017	Meridian tropism	CHP02985	0.1443	0.177	0.1386
COVID00017	Meridian tropism	CHP05913	0.1986	0.2206	0.1661
COVID00017	Meridian tropism	Medicinal flavor	0.0458	0.0868	0.0355
COVID00017	Meridian tropism	Therapeutic nature	0.0584	0.1054	0.0444
COVID00017	Therapeutic nature	CHP00216	0.2118	0.2036	0.1858
COVID00017	Therapeutic nature	CHP00630	0.1538	0.166	0.1557
COVID00017	Therapeutic nature	CHP00635	0.1475	0.1646	0.1544
COVID00017	Therapeutic nature	CHP01118	0.139	0.1402	0.1355
COVID00017	Therapeutic nature	CHP01958	0.1317	0.1624	0.1526
COVID00017	Therapeutic nature	CHP01983	0.2137	0.2042	0.1859
COVID00017	Therapeutic nature	CHP02017	0.19	0.2032	0.1842
COVID00017	Therapeutic nature	CHP02298	0.1485	0.161	0.1533
COVID00017	Therapeutic nature	CHP02985	0.1395	0.1627	0.1544
COVID00017	Therapeutic nature	CHP05913	0.1934	0.2022	0.1851
COVID00017	Therapeutic nature	Medicinal flavor	0.0445	0.079	0.0395
COVID00017	Therapeutic nature	Meridian tropism	0.0258	0.0488	0.0221
COVID00017	CHP00216	CHP00216	0.1289	0.1388	0.3019
COVID00017	CHP00630	CHP00630	0.206	0.1239	0.2649
COVID00017	CHP00635	CHP00635	0.2443	0.1244	0.2811
COVID00017	CHP01118	CHP01118	0.145	0.1021	0.2474
COVID00017	CHP01958	CHP01958	0.3214	0.1368	0.2895
COVID00017	CHP01983	CHP01983	0.1218	0.136	0.3015
COVID00017	CHP02017	CHP02017	0.2125	0.149	0.2958
COVID00017	CHP02298	CHP02298	0.2366	0.1439	0.2862
COVID00017	CHP02985	CHP02985	0.2769	0.1427	0.2711
COVID00017	CHP05913	CHP05913	0.2051	0.144	0.3045
COVID00017	Medicinal flavor	Medicinal flavor	0.0472	0.0838	0.0381
COVID00017	Meridian tropism	Meridian tropism	0.0264	0.0537	0.0198
COVID00017	Therapeutic nature	Therapeutic nature	0.0569	0.096	0.0494
COVID00029	CHP00258	Medicinal flavor	0.096	0.1038	0.0794
COVID00029	CHP00258	Meridian tropism	0.0442	0.0519	0.0358
COVID00029	CHP00258	Therapeutic nature	0.1035	0.1104	0.0859
COVID00029	CHP01118	Medicinal flavor	0.0544	0.0554	0.0767
COVID00029	CHP01118	Meridian tropism	0.0249	0.0277	0.0346
COVID00029	CHP01118	Therapeutic nature	0.0595	0.059	0.083
COVID00029	CHP01508	Medicinal flavor	0.045	0.062	0.076
COVID00029	CHP01508	Meridian tropism	0.0202	0.031	0.0343
COVID00029	CHP01508	Therapeutic nature	0.0494	0.0661	0.0823
COVID00029	CHP01771	Medicinal flavor	0.0238	0.0528	0.0722
COVID00029	CHP01771	Meridian tropism	0.0106	0.0265	0.0326
COVID00029	CHP01771	Therapeutic nature	0.025	0.0563	0.0781
COVID00029	CHP01813	Medicinal flavor	0.0433	0.053	0.0597
COVID00029	CHP01813	Therapeutic nature	0.0452	0.0564	0.0646
COVID00029	CHP01958	Medicinal flavor	0.2005	0.0646	0.0756
COVID00029	CHP01958	Meridian tropism	0.0888	0.0327	0.0341
COVID00029	CHP01958	Therapeutic nature	0.2056	0.0693	0.0818
COVID00029	CHP02298	Medicinal flavor	0.1155	0.0713	0.0771
COVID00029	CHP02298	Meridian tropism	0.0481	0.036	0.0347
COVID00029	CHP02298	Therapeutic nature	0.1197	0.0765	0.0834
COVID00029	CHP02441	Medicinal flavor	0.0809	0.0553	0.0732
COVID00029	CHP02441	Meridian tropism	0.0378	0.0276	0.033
COVID00029	CHP02441	Therapeutic nature	0.0841	0.0588	0.0793
COVID00029	CHP04578	Medicinal flavor	0.0407	0.0573	0.0726
COVID00029	CHP04578	Meridian tropism	0.019	0.0286	0.0327
COVID00029	CHP04578	Therapeutic nature	0.043	0.061	0.0786
COVID00029	CHP05267	Medicinal flavor	0.0777	0.0516	0.07
COVID00029	CHP05267	Meridian tropism	0.0371	0.0258	0.0316
COVID00029	CHP05267	Therapeutic nature	0.0801	0.0548	0.0758
COVID00029	CHP06159	Medicinal flavor	0.0432	0.052	0.0739
COVID00029	CHP06159	Meridian tropism	0.0193	0.0263	0.0333
COVID00029	CHP06159	Therapeutic nature	0.0448	0.0558	0.08
COVID00029	Medicinal flavor	CHP00258	0.1707	0.19	0.1745
COVID00029	Medicinal flavor	CHP01118	0.1396	0.1485	0.1349
COVID00029	Medicinal flavor	CHP01508	0.1252	0.1278	0.1191
COVID00029	Medicinal flavor	CHP01771	0.1808	0.1759	0.1556
COVID00029	Medicinal flavor	CHP01813	0.3594	0.3855	0.2857
COVID00029	Medicinal flavor	CHP01958	0.117	0.1687	0.1536
COVID00029	Medicinal flavor	CHP02298	0.1472	0.171	0.1528
COVID00029	Medicinal flavor	CHP02441	0.1755	0.2131	0.1792
COVID00029	Medicinal flavor	CHP04578	0.1709	0.1743	0.1554
COVID00029	Medicinal flavor	CHP05267	0.229	0.2765	0.2161
COVID00029	Medicinal flavor	CHP06159	0.1699	0.1763	0.1546
COVID00029	Medicinal flavor	Meridian tropism	0.0205	0.043	0.0183
COVID00029	Medicinal flavor	Therapeutic nature	0.0472	0.0914	0.0438
COVID00029	Meridian tropism	CHP00258	0.1698	0.1973	0.1523
COVID00029	Meridian tropism	CHP01118	0.1392	0.1525	0.1178
COVID00029	Meridian tropism	CHP01508	0.1248	0.1314	0.104
COVID00029	Meridian tropism	CHP01771	0.1789	0.1809	0.1358
COVID00029	Meridian tropism	CHP01958	0.1163	0.1776	0.134
COVID00029	Meridian tropism	CHP02298	0.1432	0.1752	0.1333
COVID00029	Meridian tropism	CHP02441	0.1752	0.2197	0.1564
COVID00029	Meridian tropism	CHP04578	0.1696	0.1793	0.1356
COVID00029	Meridian tropism	CHP05267	0.2313	0.2858	0.1886
